correct,wrong
answer,aner
nevertheless,neverless
intellectual,intectual
admission,addmission
accustomed,acustome
belt,belte
corridor,coridoor
unanimous,unamaious
spectroscopy,spectoscopy
attaching,attactching
region,regoen
recommendations,reccomendation
tonnage,tonnauge
designed,desighned
communicate,communciate
fraternally,fratermaly
cemetery,cemetry
comparatively,comparately
hierarchy,hierchy
submit,sumit
actually,acctaly
support,suport
specific,specfic
sorority,sororeity
laboratory,labortory
respectfully,respectfuly
necessarily,necessairly
itself,its_self
individuals,indviduals
fight,figh
diamond,dimon
making,mkaing
dominant,dominiant
search,seaarch
quite,qutie
memories,mermories
repeat,repet
happened,happend
biscuits,buiscut
cincinnati,cincinatti
ability,abillity
permanent,pernament
predecessor,precedessor
bicycle,bicyclle
galvanized,gavannize
collateral,coolateral
approximate,approxomate
president's,presidents'
satellite,sattelite
applied,appled
attorneys,atorneys
wanted,whated
alarm,arlarm
resources,resours
comparatively,comparitatively
worth,worht
remember,remebe
specific,specifica
duly,duelwy
helpful,helful
which,whic
scarcely,scearly
housing,houssing
colonies,collonies
airborne,airbourne
permanently,pernmently
commissioning,commisioning
widow,wido
discretion,discrestion
undoubtedly,undoubtely
supposed,suposed
myriad,myraid
eventually,evenually
dormitory,domitry
picturesque,pictureesque
acquaintance,aquanitance
annoyance,annonyance
bolsters,boulsters
smoking,smooking
communicate,comuniate
acquiesce,aquiese
telephoned,telepone
controversy,constroversy
profit,proffit
answering,aswering
special,spescil
from,frrom
impeach,inpeach
improve,improove
noisy,noies
pamphlets,pamplets
vagabond,vagband
explained,explaind
alone,alon
almost,all_most
helpful,helpfull
conscientious,conscienious
courtesy,couritsy
metallurgic,metalurgic
giggling,gigling
analysis,anaslis
heard,heared
curiosity,curriousity
materially,mertilly
somewhere,somewher
unforgettable,unforgettle
delinquent,delquent
gauge,grage
continuously,continously
cake,cakend
surely,surl
remember,rember
rheumatism,rehumatism
extreme,extream
parallel,paralel
coach,choach
missel,missle
guaranteed,gauranteed
potatoes,potattoes
accrued,accroued
rolling,roling
seems,seemes
admitting,admiting
milieu,mileau
mathematics,mathmatics
statistics,satistics
remittance,remmitance
appropriate,apporpriate
dormitory,dormiltory
headmaster,head-master
seized,seatized
british,brittish
mountainous,mountas
headmistress,headmistres
bulletin,bulletien
resource,resorce
wielded,weilded
predominately,prominately
colonnade,collonade
affectionately,affectionlatly
beneficial,beneficl
electrical,electrcal
infinitely,infinitly
border,bourder
always,allway
symmetrical,symetrical
straining,strainin
bother,borther
conscientious,conscionenious
tackling,takling
picturesque,picturque
cataloguing,catakoguing
approximate,approxinate
specimens,speciemends
power,pwoer
accomplished,aconplised
looking,looing
rheumatism,rhematisum
restaurant,resturrant
several,sevral
instruments,insterments
courteous,curteus
deny,deney
evening,eveing
moving,oving
surrounded,surruded
accustomed,accustommed
amongst,amonst
sufficiently,sufficeintly
conscientious,conscienctous
grippe,la_grippe
appearance,appearence
unconvinced,unconviced
committed,comited
which,whihc
specifically,specifuclly
unforgettable,forngetable
minimum,mimum
remembered,rememberd
nationalize,nationalise
question,queston
accrued,acreued
apparatus,apparattus
archeologists,archeaologists
scheduled,schedudled
complaining,complanig
economic,exnomic
final,finall
arguing,aurguing
nearly,nearlly
characteristics,charistics
communicate,comunicat
monetary,monestary
accident,axident
rhubarb,ruhbarb
playground,play_grond
training,traing
occasion,ocasion
especially,specialy
sorority,soroartity
information,imformation
statistics,sytistics
fascinating,facinatung
supply,suply
sufficiently,suffienctly
headmistress,head-misstress
because,becaues
stupid,stupied
particular,particualar
deficit,deficite
broadcasting,bradcasting
refrigerator,refridgetor
geometry,gemeotry
fortunate,fortuneate
brilliant,brillant
signature,singture
tracksuit,track_saut
unparalleled,unapparralled
ordinarily,ordaniarly
church,chirch
teachers,techers
sophisticated,sophicated
duly,dueley
required,reequired
fascinating,vacinating
violence,violience
explained,explan
belief,blef
apartments,appartments
teachers,tchers
leisure,liesure
specimen,specienens
donkey,donky
feisty,fiesty
accompanying,accompagnying
execution,excution
eventually,evencitlly
sorority,sority
additional,additonal
studied,studed
semi-skilled,seim-skilled
designed,desigened
driving,driveing
delinquent,deliqet
privilege,priviledge
representatives,representatives'
sepulcher,sepulchure
satisfactorily,sastisifactory
dinner,dinne
in_fact,infact
fascinating,facisnating
situation,situration
surprising,suprizing
especially,espeacilly
pamphlets,phamphelts
athlete,athlette
maths,mathe's
temporary,tempary
mortgage,mortage
crept,creept
prior,priour
train,traine
ideal,idel
collection,coletion
amiable,amianable
little,litl
conscientious,conscentious
recommend,recommened
answer,answear
pronominal,pronomial
admitted,admied
apron,apon
poultry,poltry
exactly,excactly
imbalance,inbalance
takes,tkaes
accumulated,acumulated
colonel,colonl
negotiations,negotianations
condemned,condemmed
visited,visted
stayed,stad
gorgeous,gorgeious
headmistress,headmisteress
surely,surley
chosen,choosen
lost,loest
great,gerat
debit,debite
rattle,ratle
reckon,recogn
cease,scease
technical,tenichal
stomach,stoamch
itemized,eitemized
mucked,muked
sines,sinse
execute,excecute
tentacles,tenacles
starts,startes
elbow,elbo
watercolours,water_colours
recognition,reconigation
apparently,apparrently
sources,sorces
spiritual,spirititual
epistle,epistal
biscuits,biscui
extraordinary,extra_ordinary
regained,regane
touched,tuched
signature,signatur
originally,orrigalaly
scheduled,scheul
philippines,phillipines
takes,taks
incidentally,incidenally
remembrance,remberemance
session,sesion
arrangement,arragment
trotting,toroing
collect,collekt
recommendations,recommenddations
youngest,youngeist
isthmus,ismus
remembered,rembered
umbrella,unbrella
killed,killd
economical,econcomial
mutual,mutial
equipped,equipe
stayed,stayd
monday,mond
unfortunate,unfortnate
contented,cometente
additional,addional
these,theis
sympathetic,symathic
week's,weeks'
initially,intially
constant,constatn
uncomfortable,uncomfortal
violet,vilet
stone,ston
froze,frose
explained,eixplaned
prove,proove
decidedly,deciedly
approximate,approxmate
alcoholic,alcoholical
approaching,approching
however,howver
statement,statment
cleared,clard
image,immage
grain,grane
unfortunately,unfortunly
determined,determind
precedes,preceeds
lend,leand
accommodate,acommodate
school,shcool
delinquent,delinquet
married,marride
countries,ocuntries
friends,frind
opposite,oppite
mysterious,mysterous
grandpa,grandpar
definition,deffinition
leeds,leed
financially,fincially
form-mistress,formmisstress
continuous,continous
holiday,holday
prejudice,prejuduce-
psychology,phsychology
comparatively,comparatly
unsafe,unsf
fruit,freut
throughout,throuout
gradually,graadully
actually,acually
recognition,reckonition
almost,alomst
satisfactorily,satisfactoryially
debit,deblit
phenomenal,phenomenonal
fortunately,fortunatly
transferred,transferd
quicker,qucker
necessary,nessisary
december,decmber
immediately,immieditly
speakers,spaekers
guarantee,garantie
waggish,wagish
anniversary,anirversary
intellectual,interelletual
straw,strarw
voyage,voage
guarantee,guarrantee
about,aboit
reactions,reactioons
pastime,passtime
refrigerator,refrierator
comparatively,compareativ
goldfish,gold_fish
built,buildt
virtues,virtures
readjusted,reajusted
embarrassment,embarrasment
recommended,recomend
virtues,vurtues
basketball,basket_ball
understand,undstand
round,a_round
technical,techical
behavior,behavour
roast,rost
impresario,impressario
squirrel,squrrel
competition,compertition
girls,grils
government,gobernment
coffee,cofee
perhaps,pehapes
today,todya
should,shoud
mischievous,mischevious
rheumatism,rheumatisum
lawyer,lawer
covered,coverd
expels,expells
chickens,chikens
economics,economis
thirdly,thirdy
engine,enginne
jobcentre,job-ceter
approached,aproched
financially,fianancially
guide,guid
invariably,invarably
analysis,analyzise
preferred,preffered
cloakrooms,cloak_rooms
finally,fianlly
enmity,emnity
itself,itsef
romantic,romantive
biscuits,biscut
helping,hellping
continuous,continouise
acknowledging,accknowledging
boat,boaut
beginner,begginer
useless,usless
dormitory,dortory
attaching,attching
cemetery,cementray
wishes,wishs
encyclopedia,encylopedia
amongst,anongst
frame,fram
obdurate,obdirate
delivered,deired
duly,dudly
hydraulic,hydorlic
unforgettable,unforgeable
pneumonia,pnumonenia
especially,especally
debatable,debateable
appetite,appretite
obviously,obviosly
caesar,ceasar
growing,groing
trap,trape
western,westen
exams,exaim's
anticipating,anticipateing
immediately,imeddiatly
maximum,maxium
amiable,amyiable
receipt,reicept
unpleasant,unplesant
laboratory,labatory
recognition,recignition
connoisseurs,connoiseurs
fighting,fiting
squeak,squek
unforgettable,unforgetbl
journal,jurnal
complain,complane
uphold,uphole
incidentally,incindetly
mammoth,mamoth
immigrants,inmigrants
acceptable,ackceptable
hadn't,hadnt
fairly,farly
recognition,reconization
reference,rference
animals,aninals
economical,ecomomical
thorough,throughl
abroad,a_broad
enlargements,enlargments
demand,demarned
especially,espeasully
occasionally,occassionly
opposite,opossite
physician,phycian
comfort,confort
acquitted,aquitted
infinite,infinitate
beneficial,benesficl
toroidal,toriodal
circumstance,curcumstance
thinking,thikning
eventually,evtually
definitely,defiently
headmaster,head_master
affidavit,affidivat
intended,intene
funny,funy
magnificent,magnificen
eighth,eigth
tobogganing,tobboganing
bedroom,bedroon
emitted,emited
hereafter,hearafter
usually,useully
mustn't,mustont
learnt,lean't
goods,goodes
scheduled,schedual
vacancies,vacantces
flammable,flamable
picturesque,picturese
acquisition,aquisistion
occasionally,occasionly
acceptable,axceptiable
clean,clen
scheduled,schedueled
annoyance,anoynance
corridored,corridoored
especially,espieally
glorious,glourious
shovel,shovle
valley,vally
rheumatism,rhumatism
stepped,steped
soil,soile
exhibition,exition
proceeded,proceded
necessarily,necesarilly
scheduled,sedualed
representatives,represinetives
unfortunately,unfortinately
scrambled,scambld
transmission,ransmission
lonely,lonly
analysis,analasysis
unemployed,unempoled
approximate,apporoxinate
enthusiastic,enthusiatic
proved,prooved
frequently,frequantly
embarrass,embarras
archetypes,archtypes
mysterious,mysterios
advantage,addvantage
mathematicians,mathmaticians
equilibrium,equilibium
permanently,peremently
sorority,soroiety
adequate,adequait
amateur,amature
duly,douly
situated,situtated
remittance,remitane
desirous,desirious
psychology,sycollogay
successive,succesive
inconvenienced,inconfeence
tragedy,tragdy
millionaire,million_ear
minimum,minummum
countenance,countences
magnificent,magnifsit
satisfactorily,satifactory
bungalow,bungallow
waiting,wating
season,seson
sorority,soroarity
looking,lookin
brought,bught
gross,grose
primary,primeary
afford,aford
special,speiciall
negro,negrow
earth,eaeth
positive,positve
surprise,suprise
inconvenient,inconvenen
appropriate,approiate
acknowledging,acknoldeing
opposite,oppost
conditions,conditoins
ascertain,asscertain
grieve,greive
successful,successfuly
afore-mentioned,afformentioned
pamphlets,panphlets
vacancy,vacanticy
expansion,expanion
prosperous,prosperious
careless,carless
other,oathe
alone,a_lone
unanimous,unamanious
triumph,truimph
pitcher,picther
admitted,amitted
espresso,expresso
restraint,restraunt
weren't,were'nt
omission,omision
remember,rememberd
pneumonia,pnenumoia
attaching,apatching
structure,structrue
wrote,wroet
whereby,wherby
procedure,proceedure
refreshment,refreshmeant
geometry,geometriy
esteemed,estemend
supplement,suplemen
linguistic,libguistic
economics,ecomics
especially,espiecalley
dissemination,disemination
recommendations,reccommendation
naive,nieve
gradually,graduy
unfortunate,unfornate
buoyancy,bouyancy
scheduled,scheudle
apparent ,apparant
congratulations,congrulations
high,hiegh
inconvenience,inconveeneance
twelfth,twelth
cheese,chees
viewed,veiwed
apple,aplep
economic,eckonomick
peripatetic,peripathetic
final,finaly
dread,dred
aeroplane,aearoplane
thermawear,thermawhere
naphtha,naphta
summertime,summer_time
laugh,lauh
attainder,attaindre
occurring,occuring
acquaintance,acquiance
special,speacial
engineer,enginer
reporter,reproter
alpine,almpine
forerunner,forunner
possesses,posseses
lesson,leson
shock,shok
economics,econonmix
mystery,mystier
accommodate,accommdate
conclusion,conklusion
approval,apporal
makes,maks
mathematics,mathematicts
catalogues,cataloges
oppression,opression
shaggy,sagy
pertaining,pertaning
approximate,approcomate
barley,barly
appetite,appetiat
efficiency,effeiciency
all_right,all_wright
questionnaire,questionnair
guarantee,guarnte
connection,connecton
succession,succesion
specific,spefick
apparently,appariently
ninetieth,nintieth
structures,structurs
spoke,spoak
controversy,controvery
spiritual,spritule
regretted,regeted
flying,fliying
scheduled,sceheduled
collateral,collaterial
leaves,leves
picturesque,pictureas
gladly,glady
temporarily,temporarly
latest,laitest
relief,relef
geometry,geomentry
financially,finially
anxious,anxios
ithaca,ihaca
affectionately,affectionantly
years,yeasr
primary,primay
poetry,poetory
start,strat
above,abouve
comfortable,comforble
pneumonia,pheuphmonia
convalescence,convalesence
containing,contasining
resource,resoure
permanently,permantley
headmistress,headmisstress
dangerous,dangrouse
cemetery,cemety
initials,inital
remove,remov
vulgar,vullgar
signature,signtire
precision,precison
exaggerated,exagerated
gravy,gravey
magnificent,magnifisence
worthwhile,whorthwhile
itemized,ittemized
saucer,scaucer
meteorological,meterological
virtues,vurtutes
distinguish,distingush
with,whith
enthusiastic,enthusatic
station,staytion
initiation,intintation
all_right,allright
filament,filiament
anxious,anxioss
introduce,interduce
giant,gaint
dormitory,doromitory
first,firt
deceive,decieve
false,faulse
marvelous,marvellous
standard,stnadard
directly,driectly
poetry,poretry
triumph,tirumph
conscience,consence
wagging,waggin
immigrant,inmigrant
spiritual,spirchial
exists,exhists
flesh,fleash
preparing,porpering
combine,comibine
altimeter,altemiter
picturesque,picturequse
unnatural,unaturral
countenance,countenuance
picturesque,pictusque
sacrilegious,sacrilegous
round,ronud
infinite,ifinite
accounts,acounts
raining,raning
women,womem
annum,anum
pictures,picturs
comparatively,compartivly
referral,referal
magnificent,magificent
guildhall,giuldhall
transactions,trasactions
especially,esspecialy
unanimous,unanimise
procedure,procedier
wrote,roten
everyday,every_day
enthusiastic,enthsatic
damaged,danmaged
satisfaction,satishfation
commandeer,comander
protein,protien
alleged,alledged
christ,crist
unanimous,unammious
melancholy,mencholy
planted,plansted
momentous,momentus
capacity,capaicty
brain,bain
dormitory,dormotory
received,recevd
genius,genis
telephoned,telepound
vacancy,vaccancy
psychology,phsyology
conditions,constion
statistics,stisicks
objects,ojects
achievement,acheivment
intellectual,intellectial
always,alwaysed
sufficient,suficient
chemist,kemist
watch,wacth
lodge,loder
processing,procesing
amiable,iamialable
often,oftem
conceive,conceved
scheme,scheem
jealousy,jelousy
recommendation,recomendation
vacation,vaction
circle,circul
strict,srict
girlfriend,girl_friend
playgrounds,play-grounds
committing,comiting
biscuits,biscaut
european,eurpoean
conveniently,conveniately
approximately,approcimately
fundamental,fundametle
catalogues,cataloug
requisition,recuqusition
lights,ligths
disappointment,disshapointment
emissary,emmisarry
unexpected,unexepted
position,postition
fashion,fashon
needlework,neddlework
filthy,fithy
annoyance,annoynce
form,fomerm
dinnertime,dinner_time
substructures,subsructures
decidedly,decididely
pneumonia,phneumonia
amend,ammend
unusually,unusally
vacancies,vacances
discuss,discuess
lessons,leasons
answer,anzwer
gradually,graualy
quandary,quandry
examine,examin
following,folling
negotiations,negotions
melancholy,melancholly
improving,improoving
miscellaneous,miscellous
disappointment,dissapointment
amusement,amusment
hard,harde
mystery,myestery
curtains,curtai
collateral,aclateral
front,frount
scheduled,scheduald
transferring,transfering
affectionate,affecitionate
illegitimate,illegitmate
exquisite,exqusite
mustn't,must'nt
restaurant,restureant
museum,mueseum
bridge,bridg
damage,danage
together,togehter
scissors,scisors
breathe,beathe
pronounce,prononce
subsidiary,subsidary
story,stoyr
indeed,inded
explained,expland
witch,wich
explicitly,explity
inconvenient,inconvienient
pitiful,pitifull
group,groupe
punishment,punshment
profession,proffesion
establishing,eastablishing
economical,econimical
pneumonia,phemonuia
eliminate,elimate
financially,financialy
implements,implemtes
hand,hande
intelligent,intelignt
guardian,gardine
issued,isued
specific,spiecivic
height,hieght
stole,stold
courtesy,courtesey
acknowledgement,acknowledment
sub-prefect,subpreyfect
apparatus,apartus
first,frest
beautiful,buitiful
fairyland,fairy_land
laboratory,labratory
politics,politices
negotiations,negeoations
spiritual,spitural
learning,learing
wealth,wealh
woodwork,wood_work
ironing,irning
bankruptcy,bankrucpty
apparently,apprently
fairly,faily
overshadowed,overshaddowed
innocent,inocient
actually,atally
appeal,apeal
perceive,percieved
dormitory,domortory
recommendations,reccommendations
financial,financhial
overcoming,overcomming
corridor,corridoor
stomach,stomache
experiments,experments
friend,frened
financially,fiancially
lemon,leamon
bargaining,baragining
teachers,teatchers
unemployed,umpoyed
illustrate,ilustrate
mountainous,mountinus
originally,orrignally
suspicion,susipion
beneficial,benficarl
pamphlets,pamplet
dictionary,dictionery
account,acount
exceeding,exeeding
precision,persision
dramatic,dramtic
sympathetic,sympathtic
perceive,preceve
especially,espiecly
curiosity,courousity
plane,plaine
supposing,suposing
permanent,perment
criticism,critisiciam
visited,visiteted
september,septenber
specifically,specificialy
scarcely,scarcle
thief,theaf
flagrancy,flacgarny
apparatus,apparatous
share,shair
chief,cheif
answer,awnser
romantic,romanitic
tools,toles
faithfully,faiyhfully
debit,deabite
collateral,collatarel
association,asociation
revenge,reveng
occurrences,occurences
enthusiasm,enthuasism
documents,docturments
scheduled,schedualed
interruption,interuption
hardly,hardely
conscious,concouis
alleges,alledges
bout,baout
wireless,wirless
picturesque,picturees
special,spiecal
rheumatism,reumheatisim
immensely,immennsly
curiosity,curiosty
lock,loack
author,autor
weedy,weedey
interview,interveiw
sorority,sourority
vulgar,vulga
beginning,begning
equilibrium,equilibrum
incidentally,incdently
apparatus,aparratus
approximate,aproxsimate
triumph,trumph
triumph,trimph
sunny,sunney
searched,seached
spinning,spinnig
conveniently,conventiely
restaurant,reasturant
completing,compleation
refrigerator,refregiator
attaching,attacheing
skilfully,skifully
indent,ident
there,thre
literally,litterially
strenuous,stenious
spiritual,spiritial
tunnel,tunel
ridiculous,ridiculus
absurd,absured
lilies,lillies
correspondence,corrsondence
smoke,smok
apart,aparet
feint,fient
cognitive,cogntive
there,theyr'e
accompanying,accomping
friends,firends
troublesome,troblernsom
embarrassed,embarased
sufficiently,sufficientally
esteemed,extemed
accustomed,acustommed
mountainous,mountous
economics,econics
immediately,imnediatly
refreshment,freshmean
possessing,posessing
recreational,recrational
similarity,similariy
announcing,anouncing
hedge,hedage
implies,imple
ridiculous,ridculos
courtesy,courtsy
simpler,simplier
exhaust,exhuast
successor,succesor
watching,waching
plenty,pleanty
hinge,hindge
place,palce
rarely,rareley
prepared,prepard
rheumatism,rheumantism
laughter,lauger
maybe,mabe
nutrients,nutritents
attorneys,attournyes
president's,presidente's
environments,enviroments
referring,refering
birthday,brithday
decomposed,decomposited
ridiculous,ridiculuois
requisition,requirsition
beautiful,butful
during,durin
supplement,supplemt
initials,inatitals
brainier,brianer
kettle,kettel
climb,clim
horrible,horible
inaccessible,inaxcesable
yours,yors
scroll,scoll
blizzard,blizard
people,peopel
disappoint,disapint
specimens,speciemn
santa_claus,santa_clus
facilities,facilitaties
train,trion
definite,deffinite
behind,beyhid
vacancies,vacaines
inconvenienced,inconfenence
roommate,roomate
large,lagre
gloomy,glomy
technical,atecnicle
eventually,eventuly
enthusiasm,enthusasium
representatives,represenatives
scrambled,sramed
accompanying,accmpaning
research,researh
employees,employees'
ordinarily,ordinlary
economic,econmomick
guarantee,guarante
pneumonia,phnumonia
occasionally,occonaly
annoyance,anouyance
unparalleled,unparalel
claim,clame
inquiry,inquirey
retaliated,retalitated
tracksuit,trak_suait
curiosity,curiousity
agencies,angencies
impractical,impractia
satisfactorily,satisfactorial
asymmetric,asymetric
thread,thred
terrors,terrours
inconvenienced,inconvinced
satisfactory,satsfactory
surface,sureface
picturesque,picturesq
isn't,isant
neighbors,neigbours
folly,foly
distinguished,distingushed
alcohol,alchohol
thoroughly,thourghly
principles,principels
indefinitely,indefefinitly
happy,appey
energy,enrergy
scrambled,scrabled
curiosity,couriousity
intelligent,intellegint
condition,condidtion
ordinarily,ordianarly
receipt,receit
southern,sutthern
strike,stricke
radio,raido
organization,oragnisation
criticism,criticizem
engineers,egnineers
carthaginian,carthagian
diamond,diamonde
proclaiming,proclaming
shallow,shalow
auditorium,audiortium
guaranteed,granatee
genius,geenus
receipts,reciptes
basketball,basket-ball
raining,rainning
interrogating,interogationg
initials,intitals
steamer,stemer
prison,prision
supposedly,suposedly
ambivalent,ambivilant
auditorium,auditorumen
questionnaire,questionairre
touched,toched
syllable,sylable
kindergarten,kindegarten
collateral,collatera
assembly,assemberly
running,runing
coordination,coordiantion
pronounce,prounce
opposite,opsite
specialised,speciallized
coffee,coffe
psychologist,pscolgst
strategy,startegy
psychological,psycological
occasioned,ocasioned
miscellaneous,miseillaus
certainly,certanly
continent,contenintet
sacrilegious,sacreglious
chautauqua,chatauqua
biggest,biges
remembrance,remenberance
unsupported,unsuported
definitely,definitly
blowing,bloing
comparatively,comparativelly
subterranean,subteranien
employer,empoler
moved,movd
extra,exta
wholesale,wholsale
once,onece
found,foudn
economics,economicies
technique,tecnique
breathe,beath
often,oftern
remember,rememeber
whistling,whistiling
thorough,throughor
don't,donte
curiosity,curiosisity
tournament,tormenment
nutrient,nutritent
unanimous,unaminous
times,tims
mild,miled
geometry,geomety
frequently,frquently
enemy,enemey
pumpkin,pumkin
retention,retentiaon
unexpected,unexspected
magnificent,magnificate
incidentally,inccidentally
school,schol
receipts,receiptes
pamphlets,pamphelets
remittance,remitance
skating,skateing
japanese,japaneze
curly,currly
manoeuvrable,manouverable
addressed,adressed
facilities,facitalies
handed,haned
godforsaken,god_forsaken
materially,matterialy
questionnaire,questionare
bored,borred
headmaster's,head_master
heuristics,heuritics
leave,leve
trestle,tresle
refreshment,refreshmernt
lost,losth
turned,tured
successful,suceseful
reconnaissance,reconaissance
amounts,ammounts
arranging,aranging
permanently,permanentley
decide,decid
received,recived
recommend,reccommend
receipt,recipt
infinite,infaint
eliminate,elimiment
counting,countin
parallel,parrallell
geometry,geoomentry
blamed,blaimed
receives,recives
remain,remane
nickel,nickle
congratulations,congratulatons
across,acroos
specimens,speciums
resembling,ressembling
environment,enviroment
spoil,spol
accede,acceed
strengthen,strenghen
altimeter,atlimeter
ridiculous,ridiculeous
sandwich,sanwich
changing,chnaging
friends,frindes
stabilize,stabilise
forward,forwd
birds,brids
biscuits,biscists
relief,relf
friend,freund
initiation,intiation
electrical,electrial
hitting,hiting
interplanetary,interplanetry
sympathetic,sympatheic
given,givein
registration,resgustreation
unusually,unusaly
financial,finacal
extraordinary,extraordnary
shrubbery,shrubery
believed,beleived
environments,enviornments
beginning,beginig
careers,carrers
guarantee,gartee
visible,vissible
instrument,instriment
yearned,yerned
examining,examinin
slid,slided
courtesy,courtisey
tournament,turment
again,againt
ordinarily,ordinarilily
skinheads,skin_heads
bitchy,bitchey
communication,comunication
pamphlets,pamphet
strain,stran
amiable,anniable
decidedly,descidedly
connecticut,conneticut
unanimous,unamious
throughout,throught
annoying,anoying
delinquent,delinquient
commissioned,comisioned
trotting,troting
guaranteed,guarntee
disappeared,dissapeared
rabbit,rabit
inconvenienced,incovenienced
sorority,sorrority
chemistry,cemisty
nagging,naging
band,bande
disapproval,disaproval
collapsed,collasped
determined,detemined
region,regieon
strengthening,strenghening
schemes,sheme
requesting,requstuing
expenditure,expendidture
region,reigion
headache,headace
designed,desine
about,a_bot
browse,bbrose
necessarily,nessasarily
horrid,horried
capabilities,capabiltes
repairs,repareds
plagiarism,plaigarism
affectionately,affectionly
youth,yuth
shore,shor
although,althought
initials,innitals
quantity,quanity
clinically,clinicaly
freezing,feezing
genius,genuss
problem,probblem
guarenteed,gauranteed
away,a_way
personally,persnaly
delinquent,delinquate
executed,excecuted
instead,in_stead
showing,showin
classroom's,class_rooms
negotiations,negoiation
campaigns,campains
dining,diening
annoyance,anonance
acquaintance,acquantance
unforgettable,unforrgettable
cancellation,cancelatin
probably,probanly
circling,circleling
sprinkle,sprinkel
repartition,repatition
unconsciousness,unconciousness
sorority,soriority
jewel,jewl
continent,contient
mustn't,mus't
dodged,dodeged
latest,laghtest
difficulties,dificulties
manufacture,manufature
plaque,placque
israelis,israelies
marriage,marrage
armature,amature
could,coudl
slippery,slipery
anticipating,antiecpating
period,pero
recommend,recomened
bungalow,bunglowe
scandal,scandly
conclude,conclued
equally,eqaully
principles,principiles
documents,doccuments
requesting,requeting
specimens,specamins
berets,berrets
increasing,inceing
affectionately,afectionately
acquaintance,acquaitance
equipped,equiped
freezing,freezzing
phase,phaise
uncritical,uncritiacl
wonderful,wondeful
playing,play-ing
stream,strem
addressable,addresable
beautiful,butiful
southern,southend
ability,abilty
acquire,aquire
initiation,iniatiation
specifically,specificaly
biggest,biges't
millennium,millenium
mountainous,mountainus
imitation,immitination
actually,accutualy
grandmother,grandnother
apennines,appenines
nineteen,ninteen
fortnight,fort_night
quietly,quitly
ventilated,ventialed
arrange,arange
preach,prech
immediately,imediaetly
belt,batelt
value,vaule
ribbon,ribbin
comfortable,comtorble
ascetic,asetic
immense,imense
catalogues,catloges
years,yares
affectionate,affecionate
prior,priorer
especially,especilly
fulfil,fullfill
rheumatism,rhummatism
partially,partialy
suggests,sugests
silly,sily
permanently,permanenly
controversy,controversay
committees,committeies
pinnacle,pinacle
embarrassed,embarrased
intend,inntend
patient,pateint
adolescent,adolecent
high,higth
thoroughly,thouroghly
coffee,koffee
compiler,comiler
women,womse
poetry,porertrey
accident,accierdent
acknowledgement,acknoledgement
specimen,speciement
blink,blnk
disappearing,dissapearing
minimum,mininum
badly,badley
curtain,curtan
experiments,experiaments
previous,previus
fourteen,forteen
negligible,neglible
grade,gread
circling,cierciling
paid,paide
prayers,payes
poetry,poety
bungalow,bumgalow
clearly,cleary
fairy,fary
thought,thourght
headmasters,head_masters
eliminate,elimnat
verification,verfication
children,childrend
button,buton
herewith,hearwith
allowed,allowd
schooldays,school_days
incompatibility,incompatiblity
professional,proffesional
because,becus
scraping,sramping
adjacent,adjacnt
chemistry,chemstrey
model,modle
literally,litterally
expect,exspect
ireland,irland
controversy,countrovesy
guarantee,guarntee
continent,contienent
obstacle,obstacal
available,availabe
commitments,committments
experts,exsperts
behind,behnd
beyond,beyons
accordance,acorrdance
whistle,wistle
pineapple,pinapple
special,speciall
attorneys,attorny's
purple,pirple
building,builing
philippine,phillipine
happily,happly
unfortunate,unfotunae
poetry,poetray
bulletin,buleton
requisition,recqusion
mortgage,morrgage
quarter,quater
ordinarily,ordinarilly
unanimous,unaiminous
anticipating,anticipting
economic,ecomoic
enthusiastic,enthusiastick
problem,prombleme
disagreed,dissagreed
permanently,permatly
files,fiels
dinnertime,dinner-time
lively,livly
annoyance,annouance
gradually,graduly
dart,deart
ordinarily,ordinairily
ascertain,ascertaine
puppy,pupy
numbers,numbuers
questionnaire,questionar
organism,organim
luncheon,lunchen
renowned,reknowned
unbeliever,unbeleiver
instead_of,insteadof
bestiality,beastiality
economical,economicle
solemn,solem
refrigerator,refrigedator
another,anthoner
effluence,effulence
suffrage,sufferage
refrigerator,refrigertor
enthusiastic,enthustiastic
essay,essa
occur,ocurr
dangerous,dangearos
sympathetic,sypathetic
affectionately,affectintly
precede,preceed
satisfactorily,satisfatorly
enthusiastic,enthushiastic
shouting,shoting
business,buisness
rheumatism,rheumastism
silk,silke
prairies,prares
answer,aswer
sooner,soner
conscientious,concienitous
unforgettable,uforgettable
colonel,conel
unacceptable,unaceptable
arouse,arrouse
turkey,turky
effort,efort
attached,atached
properly,propely
doing,donig
various,varisous
dining-room,diningroom
anyone,any_one
colonel,colnel
countenance,countience
scanned,scaned
appropriate,appoate
colossal,collosal
increasing,ingcresing
a_museum,amusum
agents,agenst
bookcase,book_case
answer,amswer
latest,leatest
courses,couses
regretted,regetted
scholastic,scholarstic
usefulness,usefullness
confirmation,comfeirmation
gallery,gallerly
unused,unsed
unparalleled,unparlleled
all_sorts,alsorts
answer,answrs
casualty,casulaty
remember,remebmer
enemies,eniemies
economical,ecomical
conscious,conciouse
proffer,profer
beautiful,betiful
scandal,scandall
ordinarily,ordinonaly
questionnaire,questioair
enthusiasm,enthusiame
conscience,conchience
epistle,ephistol
continuous,continos
north,noth
last,larst
